Timestamp,Source IP,Destination IP,Protocol
2025-04-30 19:43:41,192.168.1.104,192.168.1.1,6
2025-04-30 19:43:41,192.168.1.104,162.247.241.14,6
2025-04-30 19:43:41,192.168.1.1,192.168.1.104,6
2025-04-30 19:43:41,192.168.1.1,192.168.1.104,6
2025-04-30 19:43:41,192.168.1.1,192.168.1.104,6
2025-04-30 19:43:41,192.168.1.104,192.168.1.1,6
2025-04-30 19:43:41,192.168.1.104,192.168.1.1,6
2025-04-30 19:43:41,192.168.1.104,192.168.1.1,6
2025-04-30 19:43:41,192.168.1.104,192.168.1.1,6
2025-04-30 19:43:41,192.168.1.104,192.168.1.1,6
2025-04-30 19:43:41,192.168.1.104,192.168.1.1,6
2025-04-30 19:43:41,192.168.1.104,192.168.1.1,6
2025-04-30 19:43:41,192.168.1.104,192.168.1.1,6
2025-04-30 19:43:41,192.168.1.104,192.168.1.1,6
2025-04-30 19:43:41,192.168.1.1,192.168.1.104,6
2025-04-30 19:43:41,192.168.1.1,192.168.1.104,6
2025-04-30 19:43:41,192.168.1.1,192.168.1.104,6
2025-04-30 19:43:41,192.168.1.1,192.168.1.104,6
2025-04-30 19:43:41,192.168.1.1,192.168.1.104,6
2025-04-30 19:43:41,192.168.1.1,192.168.1.104,6
2025-04-30 19:43:41,162.247.241.14,192.168.1.104,6
2025-04-30 19:43:41,192.168.1.1,192.168.1.104,6
2025-04-30 19:43:41,192.168.1.104,192.168.1.1,6
2025-04-30 19:43:41,192.168.1.1,192.168.1.104,6
2025-04-30 19:43:41,192.168.1.1,192.168.1.104,6
2025-04-30 19:43:41,192.168.1.104,192.168.1.1,6
2025-04-30 19:43:41,192.168.1.104,192.168.1.1,6
2025-04-30 19:43:41,192.168.1.1,192.168.1.104,6
2025-04-30 19:43:41,192.168.1.1,192.168.1.104,6
2025-04-30 19:43:41,192.168.1.104,192.168.1.1,6
2025-04-30 19:43:41,192.168.1.104,192.168.1.1,6
2025-04-30 19:43:41,192.168.1.1,192.168.1.104,6
2025-04-30 19:43:41,192.168.1.104,192.168.1.1,6
2025-04-30 19:43:41,162.247.241.14,192.168.1.104,6
2025-04-30 19:43:41,192.168.1.104,162.247.241.14,6
2025-04-30 19:43:42,192.168.1.104,140.82.113.25,6
2025-04-30 19:43:42,140.82.113.25,192.168.1.104,6
2025-04-30 19:43:50,192.168.1.103,224.0.0.251,17
2025-04-30 19:43:53,192.168.1.104,192.168.1.1,6
2025-04-30 19:43:53,192.168.1.104,192.168.1.1,6
2025-04-30 19:43:53,192.168.1.104,192.168.1.1,6
2025-04-30 19:43:53,192.168.1.1,192.168.1.104,6
2025-04-30 19:43:53,192.168.1.1,192.168.1.104,6
2025-04-30 19:43:53,192.168.1.1,192.168.1.104,6
2025-04-30 19:43:53,192.168.1.104,192.168.1.1,6
2025-04-30 19:43:53,192.168.1.104,192.168.1.1,6
2025-04-30 19:43:53,192.168.1.104,192.168.1.1,6
2025-04-30 19:43:53,192.168.1.104,192.168.1.1,6
2025-04-30 19:43:53,192.168.1.104,192.168.1.1,6
2025-04-30 19:43:53,192.168.1.104,192.168.1.1,6
2025-04-30 19:43:53,192.168.1.104,192.168.1.1,6
2025-04-30 19:43:53,192.168.1.104,192.168.1.1,6
2025-04-30 19:43:53,192.168.1.104,192.168.1.1,6
2025-04-30 19:43:53,192.168.1.1,192.168.1.104,6
2025-04-30 19:43:53,192.168.1.1,192.168.1.104,6
2025-04-30 19:43:53,192.168.1.1,192.168.1.104,6
2025-04-30 19:43:53,192.168.1.1,192.168.1.104,6
2025-04-30 19:43:53,192.168.1.1,192.168.1.104,6
2025-04-30 19:43:53,192.168.1.1,192.168.1.104,6
2025-04-30 19:43:53,192.168.1.1,192.168.1.104,6
2025-04-30 19:43:53,192.168.1.1,192.168.1.104,6
2025-04-30 19:43:53,192.168.1.104,192.168.1.1,6
2025-04-30 19:43:53,192.168.1.104,192.168.1.1,6
2025-04-30 19:43:53,192.168.1.1,192.168.1.104,6
2025-04-30 19:43:53,192.168.1.104,192.168.1.1,6
2025-04-30 19:43:53,192.168.1.1,192.168.1.104,6
2025-04-30 19:43:53,192.168.1.1,192.168.1.104,6
2025-04-30 19:43:53,192.168.1.104,192.168.1.1,6
2025-04-30 19:43:53,192.168.1.104,192.168.1.1,6
2025-04-30 19:43:53,192.168.1.1,192.168.1.104,6
2025-04-30 19:43:53,192.168.1.104,192.168.1.1,6
2025-04-30 19:43:56,192.168.1.1,239.255.255.250,17
2025-04-30 19:43:56,192.168.1.1,239.255.255.250,17
2025-04-30 19:43:56,192.168.1.1,239.255.255.250,17
2025-04-30 19:43:56,192.168.1.1,239.255.255.250,17
2025-04-30 19:43:56,192.168.1.1,239.255.255.250,17
2025-04-30 19:43:56,192.168.1.1,239.255.255.250,17
2025-04-30 19:43:56,192.168.1.1,239.255.255.250,17
2025-04-30 19:43:56,192.168.1.1,239.255.255.250,17
2025-04-30 19:43:56,192.168.1.1,239.255.255.250,17
2025-04-30 19:43:56,192.168.1.1,239.255.255.250,17
2025-04-30 19:43:56,192.168.1.1,239.255.255.250,17
2025-04-30 19:43:56,192.168.1.1,239.255.255.250,17
2025-04-30 19:43:57,162.247.241.14,192.168.1.104,6
2025-04-30 19:43:57,192.168.1.104,162.247.241.14,6
2025-04-30 19:43:57,140.82.113.25,192.168.1.104,6
2025-04-30 19:43:57,192.168.1.104,140.82.113.25,6
2025-04-30 19:43:57,140.82.113.25,192.168.1.104,6
2025-04-30 19:43:58,192.168.1.104,52.178.17.235,6
2025-04-30 19:43:58,52.178.17.235,192.168.1.104,6
2025-04-30 19:43:59,192.168.1.104,52.178.17.235,6
2025-04-30 19:44:00,52.178.17.235,192.168.1.104,6
2025-04-30 19:44:07,192.168.1.104,20.189.173.7,6
2025-04-30 19:44:07,20.189.173.7,192.168.1.104,6
2025-04-30 19:44:12,162.247.241.14,192.168.1.104,6
2025-04-30 19:44:12,192.168.1.104,162.247.241.14,6
2025-04-30 19:44:15,192.168.1.104,192.168.1.1,6
2025-04-30 19:44:15,192.168.1.104,192.168.1.1,6
2025-04-30 19:44:15,192.168.1.104,192.168.1.1,6
2025-04-30 19:44:15,192.168.1.1,192.168.1.104,6
2025-04-30 19:44:15,192.168.1.1,192.168.1.104,6
2025-04-30 19:44:15,192.168.1.1,192.168.1.104,6
2025-04-30 19:44:15,192.168.1.104,192.168.1.1,6
2025-04-30 19:44:15,192.168.1.104,192.168.1.1,6
2025-04-30 19:44:15,192.168.1.104,192.168.1.1,6
2025-04-30 19:44:15,192.168.1.104,192.168.1.1,6
2025-04-30 19:44:15,192.168.1.104,192.168.1.1,6
2025-04-30 19:44:15,192.168.1.104,192.168.1.1,6
2025-04-30 19:44:15,192.168.1.104,192.168.1.1,6
2025-04-30 19:44:15,192.168.1.104,192.168.1.1,6
2025-04-30 19:44:15,192.168.1.104,192.168.1.1,6
2025-04-30 19:44:15,192.168.1.1,192.168.1.104,6
2025-04-30 19:44:15,192.168.1.1,192.168.1.104,6
2025-04-30 19:44:15,192.168.1.1,192.168.1.104,6
2025-04-30 19:44:15,192.168.1.1,192.168.1.104,6
2025-04-30 19:44:15,192.168.1.1,192.168.1.104,6
2025-04-30 19:44:15,192.168.1.1,192.168.1.104,6
2025-04-30 19:44:15,192.168.1.1,192.168.1.104,6
2025-04-30 19:44:15,192.168.1.104,192.168.1.1,6
2025-04-30 19:44:15,192.168.1.104,192.168.1.1,6
2025-04-30 19:44:15,192.168.1.104,192.168.1.1,6
2025-04-30 19:44:15,192.168.1.104,13.69.109.130,6
2025-04-30 19:44:15,192.168.1.1,192.168.1.104,6
2025-04-30 19:44:15,192.168.1.1,192.168.1.104,6
2025-04-30 19:44:15,192.168.1.1,192.168.1.104,6
2025-04-30 19:44:15,192.168.1.104,192.168.1.1,6
2025-04-30 19:44:15,192.168.1.104,192.168.1.1,6
2025-04-30 19:44:15,192.168.1.104,192.168.1.1,6
2025-04-30 19:44:15,192.168.1.104,13.69.109.130,6
2025-04-30 19:44:15,13.69.109.130,192.168.1.104,6
2025-04-30 19:44:15,192.168.1.104,13.69.109.130,6
2025-04-30 19:44:15,192.168.1.104,13.69.109.130,6
2025-04-30 19:44:15,192.168.1.104,13.69.109.130,6
2025-04-30 19:44:15,13.69.109.130,192.168.1.104,6
2025-04-30 19:44:15,192.168.1.104,13.69.109.130,6
2025-04-30 19:44:15,192.168.1.104,13.69.109.130,6
2025-04-30 19:44:15,192.168.1.104,13.69.109.130,6
2025-04-30 19:44:15,13.69.109.130,192.168.1.104,6
2025-04-30 19:44:15,13.69.109.130,192.168.1.104,6
2025-04-30 19:44:15,192.168.1.104,13.69.109.130,6
2025-04-30 19:44:16,13.69.109.130,192.168.1.104,6
2025-04-30 19:44:16,13.69.109.130,192.168.1.104,6
2025-04-30 19:44:16,192.168.1.104,13.69.109.130,6
2025-04-30 19:44:16,13.69.109.130,192.168.1.104,6
2025-04-30 19:44:16,13.69.109.130,192.168.1.104,6
2025-04-30 19:44:16,192.168.1.104,13.69.109.130,6
2025-04-30 19:44:16,192.168.1.104,13.69.109.130,6
2025-04-30 19:44:16,192.168.1.104,13.69.109.130,6
2025-04-30 19:44:16,192.168.1.104,13.69.109.130,6
2025-04-30 19:44:16,192.168.1.104,13.69.109.130,6
2025-04-30 19:44:16,192.168.1.104,13.69.109.130,6
2025-04-30 19:44:16,192.168.1.104,13.69.109.130,6
2025-04-30 19:44:16,192.168.1.104,13.69.109.130,6
2025-04-30 19:44:16,13.69.109.130,192.168.1.104,6
2025-04-30 19:44:16,13.69.109.130,192.168.1.104,6
2025-04-30 19:44:16,192.168.1.104,13.69.109.130,6
2025-04-30 19:44:16,192.168.1.104,13.69.109.130,6
2025-04-30 19:44:16,13.69.109.130,192.168.1.104,6
2025-04-30 19:44:16,13.69.109.130,192.168.1.104,6
2025-04-30 19:44:16,13.69.109.130,192.168.1.104,6
2025-04-30 19:44:16,13.69.109.130,192.168.1.104,6
2025-04-30 19:44:16,192.168.1.104,13.69.109.130,6
2025-04-30 19:44:16,192.168.1.104,13.69.109.130,6
2025-04-30 19:44:16,13.69.109.130,192.168.1.104,6
2025-04-30 19:44:16,13.69.109.130,192.168.1.104,6
2025-04-30 19:44:16,192.168.1.104,13.69.109.130,6
2025-04-30 19:44:16,13.69.109.130,192.168.1.104,6
2025-04-30 19:44:16,192.168.1.104,13.69.109.130,6
2025-04-30 19:44:26,192.168.1.104,192.168.1.1,6
2025-04-30 19:44:26,192.168.1.104,192.168.1.1,6
2025-04-30 19:44:26,192.168.1.104,192.168.1.1,6
2025-04-30 19:44:26,192.168.1.1,192.168.1.104,6
2025-04-30 19:44:26,192.168.1.1,192.168.1.104,6
2025-04-30 19:44:26,192.168.1.1,192.168.1.104,6
2025-04-30 19:44:26,192.168.1.104,192.168.1.1,6
2025-04-30 19:44:26,192.168.1.104,192.168.1.1,6
2025-04-30 19:44:26,192.168.1.104,192.168.1.1,6
2025-04-30 19:44:26,192.168.1.104,192.168.1.1,6
2025-04-30 19:44:26,192.168.1.104,192.168.1.1,6
2025-04-30 19:44:26,192.168.1.104,192.168.1.1,6
2025-04-30 19:44:26,192.168.1.104,192.168.1.1,6
2025-04-30 19:44:26,192.168.1.104,192.168.1.1,6
2025-04-30 19:44:26,192.168.1.104,192.168.1.1,6
2025-04-30 19:44:26,192.168.1.1,192.168.1.104,6
2025-04-30 19:44:26,192.168.1.1,192.168.1.104,6
2025-04-30 19:44:26,192.168.1.1,192.168.1.104,6
2025-04-30 19:44:26,192.168.1.1,192.168.1.104,6
2025-04-30 19:44:26,192.168.1.1,192.168.1.104,6
2025-04-30 19:44:26,192.168.1.1,192.168.1.104,6
2025-04-30 19:44:26,192.168.1.1,192.168.1.104,6
2025-04-30 19:44:26,192.168.1.104,192.168.1.1,6
2025-04-30 19:44:26,192.168.1.1,192.168.1.104,6
2025-04-30 19:44:26,192.168.1.1,192.168.1.104,6
2025-04-30 19:44:26,192.168.1.104,192.168.1.1,6
2025-04-30 19:44:26,192.168.1.104,192.168.1.1,6
2025-04-30 19:44:26,192.168.1.1,192.168.1.104,6
2025-04-30 19:44:26,192.168.1.104,192.168.1.1,6
2025-04-30 19:44:26,192.168.1.1,192.168.1.104,6
2025-04-30 19:44:26,192.168.1.1,192.168.1.104,6
2025-04-30 19:44:26,192.168.1.104,192.168.1.1,6
2025-04-30 19:44:26,192.168.1.104,192.168.1.1,6
2025-04-30 19:44:26,192.168.1.104,162.247.241.14,6
2025-04-30 19:44:26,162.247.241.14,192.168.1.104,6
2025-04-30 19:44:27,192.168.1.104,192.168.1.1,6
2025-04-30 19:44:27,192.168.1.104,192.168.1.1,6
2025-04-30 19:44:27,192.168.1.104,192.168.1.1,6
2025-04-30 19:44:27,192.168.1.1,192.168.1.104,6
2025-04-30 19:44:27,192.168.1.1,192.168.1.104,6
2025-04-30 19:44:27,192.168.1.1,192.168.1.104,6
2025-04-30 19:44:27,192.168.1.104,192.168.1.1,6
2025-04-30 19:44:27,192.168.1.104,192.168.1.1,6
2025-04-30 19:44:27,192.168.1.104,192.168.1.1,6
2025-04-30 19:44:27,192.168.1.104,192.168.1.1,6
2025-04-30 19:44:27,192.168.1.104,192.168.1.1,6
2025-04-30 19:44:27,192.168.1.104,192.168.1.1,6
2025-04-30 19:44:27,192.168.1.104,192.168.1.1,6
2025-04-30 19:44:27,192.168.1.104,192.168.1.1,6
2025-04-30 19:44:27,192.168.1.104,192.168.1.1,6
2025-04-30 19:44:27,192.168.1.1,192.168.1.104,6
2025-04-30 19:44:27,192.168.1.1,192.168.1.104,6
2025-04-30 19:44:27,192.168.1.1,192.168.1.104,6
2025-04-30 19:44:27,192.168.1.1,192.168.1.104,6
2025-04-30 19:44:27,192.168.1.1,192.168.1.104,6
2025-04-30 19:44:27,192.168.1.1,192.168.1.104,6
2025-04-30 19:44:27,192.168.1.1,192.168.1.104,6
2025-04-30 19:44:27,192.168.1.1,192.168.1.104,6
2025-04-30 19:44:27,192.168.1.1,192.168.1.104,6
2025-04-30 19:44:27,192.168.1.104,192.168.1.1,6
2025-04-30 19:44:27,192.168.1.104,192.168.1.1,6
2025-04-30 19:44:27,192.168.1.104,192.168.1.1,6
2025-04-30 19:44:27,192.168.1.1,192.168.1.104,6
2025-04-30 19:44:27,192.168.1.1,192.168.1.104,6
2025-04-30 19:44:27,192.168.1.1,192.168.1.104,6
2025-04-30 19:44:27,192.168.1.104,192.168.1.1,6
2025-04-30 19:44:27,192.168.1.104,192.168.1.1,6
2025-04-30 19:44:27,192.168.1.104,192.168.1.1,6
2025-04-30 19:44:30,192.168.1.104,192.168.1.1,6
2025-04-30 19:44:30,192.168.1.104,192.168.1.1,6
2025-04-30 19:44:30,192.168.1.104,192.168.1.1,6
2025-04-30 19:44:30,192.168.1.1,192.168.1.104,6
2025-04-30 19:44:30,192.168.1.1,192.168.1.104,6
2025-04-30 19:44:30,192.168.1.1,192.168.1.104,6
2025-04-30 19:44:30,192.168.1.104,192.168.1.1,6
2025-04-30 19:44:30,192.168.1.104,192.168.1.1,6
2025-04-30 19:44:30,192.168.1.104,192.168.1.1,6
2025-04-30 19:44:30,192.168.1.104,192.168.1.1,6
2025-04-30 19:44:30,192.168.1.104,192.168.1.1,6
2025-04-30 19:44:30,192.168.1.104,192.168.1.1,6
2025-04-30 19:44:30,192.168.1.104,192.168.1.1,6
2025-04-30 19:44:30,192.168.1.104,192.168.1.1,6
2025-04-30 19:44:30,192.168.1.104,192.168.1.1,6
2025-04-30 19:44:30,192.168.1.1,192.168.1.104,6
2025-04-30 19:44:30,192.168.1.1,192.168.1.104,6
2025-04-30 19:44:30,192.168.1.1,192.168.1.104,6
2025-04-30 19:44:30,192.168.1.1,192.168.1.104,6
2025-04-30 19:44:30,192.168.1.1,192.168.1.104,6
2025-04-30 19:44:30,192.168.1.1,192.168.1.104,6
2025-04-30 19:44:30,192.168.1.1,192.168.1.104,6
2025-04-30 19:44:30,192.168.1.1,192.168.1.104,6
2025-04-30 19:44:30,192.168.1.104,192.168.1.1,6
2025-04-30 19:44:30,192.168.1.104,192.168.1.1,6
2025-04-30 19:44:30,192.168.1.104,192.168.1.1,6
2025-04-30 19:44:30,192.168.1.1,192.168.1.104,6
2025-04-30 19:44:30,192.168.1.1,192.168.1.104,6
2025-04-30 19:44:30,192.168.1.1,192.168.1.104,6
2025-04-30 19:44:30,192.168.1.104,192.168.1.1,6
2025-04-30 19:44:30,192.168.1.104,192.168.1.1,6
2025-04-30 19:44:30,192.168.1.104,192.168.1.1,6
2025-04-30 19:44:33,192.168.1.104,192.168.1.1,6
2025-04-30 19:44:33,192.168.1.104,192.168.1.1,6
2025-04-30 19:44:33,192.168.1.104,192.168.1.1,6
2025-04-30 19:44:33,192.168.1.1,192.168.1.104,6
2025-04-30 19:44:33,192.168.1.104,192.168.1.1,6
2025-04-30 19:44:33,192.168.1.104,192.168.1.1,6
2025-04-30 19:44:33,192.168.1.104,192.168.1.1,6
2025-04-30 19:44:33,192.168.1.1,192.168.1.104,6
2025-04-30 19:44:33,192.168.1.1,192.168.1.104,6
2025-04-30 19:44:33,192.168.1.104,192.168.1.1,6
2025-04-30 19:44:33,192.168.1.104,192.168.1.1,6
2025-04-30 19:44:33,192.168.1.104,192.168.1.1,6
2025-04-30 19:44:33,192.168.1.104,192.168.1.1,6
2025-04-30 19:44:33,192.168.1.104,192.168.1.1,6
2025-04-30 19:44:33,192.168.1.104,192.168.1.1,6
2025-04-30 19:44:33,192.168.1.1,192.168.1.104,6
2025-04-30 19:44:33,192.168.1.1,192.168.1.104,6
2025-04-30 19:44:33,192.168.1.1,192.168.1.104,6
2025-04-30 19:44:33,192.168.1.1,192.168.1.104,6
2025-04-30 19:44:33,192.168.1.1,192.168.1.104,6
2025-04-30 19:44:33,192.168.1.1,192.168.1.104,6
2025-04-30 19:44:33,192.168.1.104,192.168.1.1,6
2025-04-30 19:44:33,192.168.1.1,192.168.1.104,6
2025-04-30 19:44:33,192.168.1.1,192.168.1.104,6
2025-04-30 19:44:33,192.168.1.104,192.168.1.1,6
2025-04-30 19:44:33,192.168.1.104,192.168.1.1,6
2025-04-30 19:44:33,192.168.1.1,192.168.1.104,6
2025-04-30 19:44:33,192.168.1.104,192.168.1.1,6
2025-04-30 19:44:34,192.168.1.1,192.168.1.104,6
2025-04-30 19:44:34,192.168.1.104,192.168.1.1,6
2025-04-30 19:44:34,192.168.1.1,192.168.1.104,6
2025-04-30 19:44:34,192.168.1.104,192.168.1.1,6
2025-04-30 19:44:41,192.168.1.104,162.247.241.14,6
2025-04-30 19:44:41,192.168.1.104,13.69.109.130,6
2025-04-30 19:44:41,192.168.1.104,13.69.109.130,6
2025-04-30 19:44:41,192.168.1.104,13.69.109.130,6
2025-04-30 19:44:41,192.168.1.104,13.69.109.130,6
2025-04-30 19:44:41,192.168.1.104,13.69.109.130,6
2025-04-30 19:44:41,192.168.1.104,13.69.109.130,6
2025-04-30 19:44:41,162.247.241.14,192.168.1.104,6
2025-04-30 19:44:41,192.168.1.104,192.168.1.1,6
2025-04-30 19:44:41,192.168.1.104,192.168.1.1,6
2025-04-30 19:44:41,192.168.1.104,192.168.1.1,6
2025-04-30 19:44:41,192.168.1.1,192.168.1.104,6
2025-04-30 19:44:41,192.168.1.1,192.168.1.104,6
2025-04-30 19:44:41,192.168.1.1,192.168.1.104,6
2025-04-30 19:44:41,192.168.1.104,192.168.1.1,6
2025-04-30 19:44:41,192.168.1.104,192.168.1.1,6
2025-04-30 19:44:41,192.168.1.104,192.168.1.1,6
2025-04-30 19:44:41,192.168.1.104,192.168.1.1,6
2025-04-30 19:44:41,192.168.1.104,192.168.1.1,6
2025-04-30 19:44:41,192.168.1.104,192.168.1.1,6
2025-04-30 19:44:41,192.168.1.104,192.168.1.1,6
2025-04-30 19:44:41,192.168.1.104,192.168.1.1,6
2025-04-30 19:44:41,192.168.1.104,192.168.1.1,6
2025-04-30 19:44:41,192.168.1.1,192.168.1.104,6
2025-04-30 19:44:41,192.168.1.1,192.168.1.104,6
2025-04-30 19:44:41,192.168.1.1,192.168.1.104,6
2025-04-30 19:44:41,192.168.1.1,192.168.1.104,6
2025-04-30 19:44:41,192.168.1.1,192.168.1.104,6
2025-04-30 19:44:41,192.168.1.1,192.168.1.104,6
2025-04-30 19:44:41,192.168.1.1,192.168.1.104,6
2025-04-30 19:44:41,192.168.1.104,192.168.1.1,6
2025-04-30 19:44:41,192.168.1.1,192.168.1.104,6
2025-04-30 19:44:41,192.168.1.1,192.168.1.104,6
2025-04-30 19:44:41,192.168.1.104,192.168.1.1,6
2025-04-30 19:44:41,192.168.1.104,192.168.1.1,6
2025-04-30 19:44:41,192.168.1.1,192.168.1.104,6
2025-04-30 19:44:41,192.168.1.104,192.168.1.1,6
2025-04-30 19:44:41,192.168.1.1,192.168.1.104,6
2025-04-30 19:44:41,192.168.1.1,192.168.1.104,6
2025-04-30 19:44:41,192.168.1.104,192.168.1.1,6
2025-04-30 19:44:41,192.168.1.104,192.168.1.1,6
2025-04-30 19:44:41,192.168.1.104,20.190.167.21,6
2025-04-30 19:44:41,20.190.167.21,192.168.1.104,6
2025-04-30 19:44:41,192.168.1.104,20.190.167.21,6
2025-04-30 19:44:41,192.168.1.104,20.190.167.21,6
2025-04-30 19:44:41,20.190.167.21,192.168.1.104,6
2025-04-30 19:44:41,20.190.167.21,192.168.1.104,6
2025-04-30 19:44:41,20.190.167.21,192.168.1.104,6
2025-04-30 19:44:41,192.168.1.104,20.190.167.21,6
2025-04-30 19:44:41,13.69.109.130,192.168.1.104,6
2025-04-30 19:44:41,13.69.109.130,192.168.1.104,6
2025-04-30 19:44:41,13.69.109.130,192.168.1.104,6
2025-04-30 19:44:41,192.168.1.104,20.190.167.21,6
2025-04-30 19:44:41,13.69.109.130,192.168.1.104,6
2025-04-30 19:44:41,20.190.167.21,192.168.1.104,6
2025-04-30 19:44:41,192.168.1.104,20.190.167.21,6
2025-04-30 19:44:41,192.168.1.104,20.190.167.21,6
2025-04-30 19:44:41,192.168.1.104,20.190.167.21,6
2025-04-30 19:44:41,192.168.1.104,20.190.167.21,6
2025-04-30 19:44:41,192.168.1.104,20.190.167.21,6
2025-04-30 19:44:41,192.168.1.104,20.190.167.21,6
2025-04-30 19:44:41,192.168.1.104,13.69.109.130,6
2025-04-30 19:44:41,20.190.167.21,192.168.1.104,6
2025-04-30 19:44:41,162.247.241.14,192.168.1.104,6
2025-04-30 19:44:41,20.190.167.21,192.168.1.104,6
2025-04-30 19:44:41,192.168.1.104,20.190.167.21,6
2025-04-30 19:44:41,192.168.1.104,162.247.241.14,6
2025-04-30 19:44:41,20.190.167.21,192.168.1.104,6
2025-04-30 19:44:41,20.190.167.21,192.168.1.104,6
2025-04-30 19:44:41,192.168.1.104,20.190.167.21,6
2025-04-30 19:44:41,13.69.109.130,192.168.1.104,6
2025-04-30 19:44:41,192.168.1.104,13.69.109.130,6
2025-04-30 19:44:42,192.168.1.104,20.190.167.21,6
2025-04-30 19:44:42,192.168.1.104,20.190.167.21,6
2025-04-30 19:44:42,192.168.1.104,20.190.167.21,6
2025-04-30 19:44:42,192.168.1.104,20.190.167.21,6
2025-04-30 19:44:42,192.168.1.104,20.190.167.21,6
2025-04-30 19:44:42,192.168.1.104,20.190.167.21,6
2025-04-30 19:44:42,20.190.167.21,192.168.1.104,6
2025-04-30 19:44:42,20.190.167.21,192.168.1.104,6
2025-04-30 19:44:42,192.168.1.104,23.210.191.201,6
2025-04-30 19:44:42,23.210.191.201,192.168.1.104,6
2025-04-30 19:44:42,192.168.1.104,23.210.191.201,6
2025-04-30 19:44:42,192.168.1.104,23.210.191.201,6
2025-04-30 19:44:42,23.210.191.201,192.168.1.104,6
2025-04-30 19:44:42,23.210.191.201,192.168.1.104,6
2025-04-30 19:44:42,23.210.191.201,192.168.1.104,6
2025-04-30 19:44:42,192.168.1.104,23.210.191.201,6
2025-04-30 19:44:42,192.168.1.104,192.168.1.1,17
2025-04-30 19:44:42,23.210.191.201,192.168.1.104,6
2025-04-30 19:44:42,192.168.1.104,23.210.191.201,6
2025-04-30 19:44:42,192.168.1.104,23.210.191.201,6
2025-04-30 19:44:42,192.168.1.1,192.168.1.104,17
2025-04-30 19:44:42,23.210.191.201,192.168.1.104,6
2025-04-30 19:44:42,192.168.1.104,23.210.191.201,6
2025-04-30 19:44:42,23.210.191.201,192.168.1.104,6
2025-04-30 19:44:42,192.168.1.104,52.239.155.129,6
2025-04-30 19:44:42,192.168.1.104,23.210.191.201,6
2025-04-30 19:44:42,192.168.1.104,140.82.113.25,6
2025-04-30 19:44:42,52.239.155.129,192.168.1.104,6
2025-04-30 19:44:42,192.168.1.104,52.239.155.129,6
2025-04-30 19:44:42,192.168.1.104,52.239.155.129,6
2025-04-30 19:44:42,140.82.113.25,192.168.1.104,6
2025-04-30 19:44:42,52.239.155.129,192.168.1.104,6
2025-04-30 19:44:42,52.239.155.129,192.168.1.104,6
2025-04-30 19:44:42,52.239.155.129,192.168.1.104,6
2025-04-30 19:44:42,192.168.1.104,52.239.155.129,6
2025-04-30 19:44:42,192.168.1.104,52.239.155.129,6
2025-04-30 19:44:43,52.239.155.129,192.168.1.104,6
2025-04-30 19:44:43,192.168.1.104,52.239.155.129,6
2025-04-30 19:44:43,20.190.167.21,192.168.1.104,6
2025-04-30 19:44:43,192.168.1.104,20.190.167.21,6
2025-04-30 19:44:43,20.190.167.21,192.168.1.104,6
2025-04-30 19:44:43,192.168.1.104,20.190.167.21,6
2025-04-30 19:44:43,52.239.155.129,192.168.1.104,6
